customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,routine_flg,calc_date,membership_period,median,max,min,mean
OA504016,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,4.0,6,2,3.8333333333333335
IK124414,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,5.0,8,4,5.083333333333333
IK351897,XXXXX,C02,M,2015-06-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,46,4.0,8,2,4.333333333333333
TS273269,XXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,3.5,5,1,3.1666666666666665
IK055692,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,5.5,7,5,5.666666666666667
TS035920,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,5.0,7,2,4.75
GD555235,XXXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,4.5,7,1,4.333333333333333
AS099984,XXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,4.5,7,2,4.5
TS471939,XXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,5.0,7,3,4.916666666666667
OA931227,XXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,46,5.0,6,3,4.5
HD455858,XXXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,5.0,7,3,4.916666666666667
PL487301,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,5.0,6,1,4.583333333333333
GD813654,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,5.0,8,1,4.5
HD378274,XXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,4.5,6,2,4.333333333333333
OA236156,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,3.5,8,2,4.083333333333333
PL889178,XXXXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,46,4.0,5,1,3.75
OA776086,XXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,3.5,5,2,3.5
AS677821,XXXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,4.0,6,2,3.9166666666666665
OA818666,XXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,46,4.0,9,3,5.083333333333333
PL342449,XX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,46,4.0,7,1,4.166666666666667
PL825454,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,4.0,7,3,4.416666666666667
TS437647,XXXXXX,C02,M,2015-06-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,46,5.0,8,1,4.666666666666667
HI146430,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,5.0,8,1,4.583333333333333
GD437531,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,4.5,7,1,4.416666666666667
OA103624,XXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,5.0,8,3,5.166666666666667
OA933190,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,4.5,7,3,4.583333333333333
IK624416,XXXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,4.0,7,3,4.083333333333333
GD212992,XXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,5.0,9,3,5.25
IK999272,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,4.0,5,2,3.9166666666666665
GD163914,XXXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,4.0,5,1,3.8333333333333335
PL400479,XXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,4.0,6,2,4.166666666666667
PL942936,XXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,5.0,6,3,4.583333333333333
IK006139,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,5.0,8,3,5.333333333333333
IK902787,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,4.5,6,2,4.083333333333333
PL815569,XXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,46,4.5,6,2,4.25
HI216184,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,4.0,7,2,4.0
HI965956,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,5.0,6,3,4.666666666666667
OA225076,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,4.5,7,1,4.333333333333333
TS106731,XXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,5.0,7,2,4.416666666666667
HI228454,XXXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,46,4.0,8,2,4.583333333333333
HI900494,XX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,6.0,8,3,5.75
PL456313,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,3.5,8,1,3.75
PL779242,XXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,4.0,6,3,4.5
TS959961,XXXXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,5.0,7,3,5.0
AS099118,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,5.0,6,1,4.5
IK331136,XXXXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,46,4.0,6,2,4.416666666666667
AS834706,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,5.0,7,3,4.75
TS179365,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,4.0,6,2,3.9166666666666665
AS614421,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,5.5,7,3,5.083333333333333
OA747936,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,5.0,8,3,5.25
PL494564,XXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,46,4.0,7,3,4.416666666666667
AS299544,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,4.0,6,2,4.083333333333333
OA261861,XXXX,C02,M,2015-06-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,46,5.5,8,1,5.416666666666667
HD120698,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,46,5.0,7,3,4.833333333333333
HI328204,XX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,5.5,8,2,5.083333333333333
IK695797,XXXX,C02,M,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,4.5,6,1,3.8333333333333335
HI778223,XX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,4.5,7,2,4.25
GD235669,XXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,4.5,7,2,4.666666666666667
AS637476,XX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,4.5,5,3,4.25
AS171994,XXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,5.0,6,3,4.583333333333333
PL245159,XXXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,5.0,7,2,4.416666666666667
GD470986,XXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,4.5,6,1,4.083333333333333
HD287652,XX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,4.0,6,3,4.333333333333333
AS933597,XXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,3.5,8,1,3.9166666666666665
PL787344,XXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,3.0,6,1,3.3333333333333335
IK313475,XXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,5.5,7,3,5.583333333333333
OA986961,XXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,4.0,8,3,4.666666666666667
OA266742,XXXXX,C02,M,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,5.5,8,3,5.583333333333333
IK461411,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,5.0,7,2,4.833333333333333
TS244750,XXXXXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,4.0,7,3,4.75
OA753193,XXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,5.0,8,2,4.666666666666667
GD084870,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,4.5,6,2,4.166666666666667
HD453390,XXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,4.0,7,2,4.0
GD138948,XXXXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,5.0,8,1,4.916666666666667
TS673226,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,4.0,8,3,4.75
IK357051,XXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,4.0,8,2,4.25
HI859298,XXXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,4.0,5,1,3.8333333333333335
AS065870,XXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,4.0,8,3,4.666666666666667
GD700613,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,4.0,7,2,4.0
TS554037,XXXXXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,5.0,7,2,4.833333333333333
PL827485,XXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,4.0,8,1,4.416666666666667
AS828426,XXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,4.0,6,1,4.166666666666667
GD009242,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,5.0,7,2,4.75
HI092194,XXXXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,4.5,9,3,4.833333333333333
PL812388,XXXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,5.0,7,2,4.416666666666667
OA025439,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,4.0,8,2,4.583333333333333
TS023216,XXXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,4.0,8,1,4.25
TS440617,XXXXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,5.0,7,2,4.666666666666667
HI525283,XXXXXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,5.0,6,4,4.833333333333333
GD812702,XXXXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,5.0,7,1,4.416666666666667
IK560941,XXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,5.0,6,3,4.666666666666667
GD914874,XXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,4.0,8,3,4.666666666666667
AS726714,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,4.5,6,2,4.333333333333333
HI639424,XXXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,5.5,8,1,4.833333333333333
OA310354,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,5.0,7,3,4.5
HI720107,XXXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,5.0,7,1,4.583333333333333
HD296157,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,4.0,7,2,4.25
AS015315,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,5.0,7,3,4.833333333333333
HD625027,XXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,5.0,8,3,4.75
HI323901,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,5.0,7,3,4.833333333333333
TS614929,XXXXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,45,4.5,6,3,4.416666666666667
AS868124,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,5.5,7,2,4.916666666666667
HI499195,XXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,3.0,7,2,3.6666666666666665
PL445190,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,4.0,5,2,3.8333333333333335
PL117922,XXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,45,3.0,7,1,3.9166666666666665
GD837157,XXXXXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,6.0,7,2,5.416666666666667
OA375487,XXXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,45,4.5,6,1,4.083333333333333
PL863573,XXXXXX,C01,F,2015-08-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,44,5.0,8,3,5.166666666666667
IK155697,XXXX,C01,F,2015-08-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,44,5.0,6,1,4.25
AS132988,XXXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,44,5.5,7,2,5.333333333333333
HI708658,XXX,C01,F,2015-08-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,44,4.0,7,1,4.166666666666667
TS223691,XXXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,44,4.0,6,2,4.083333333333333
OA823412,XXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,44,6.0,8,3,5.5
OA545809,XXXXXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,44,4.0,6,3,4.333333333333333
AS386696,XX,C02,F,2015-08-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,44,4.0,6,2,4.0
IK219142,XXXX,C03,M,2015-08-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,44,4.5,7,2,4.75
HI428108,XXXXX,C02,F,2015-08-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,44,5.0,8,3,5.0
TS803730,XXXXX,C03,M,2015-08-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,44,5.0,6,3,4.75
GD266112,XXX,C03,M,2015-08-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,44,4.0,6,2,3.75
GD687485,XXXXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,44,5.0,7,2,4.916666666666667
TS861244,XXXXX,C02,F,2015-08-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,44,4.0,7,3,4.5
OA313854,XXXXX,C03,M,2015-08-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,44,3.5,7,1,3.75
PL101549,XX,C03,M,2015-08-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,44,4.5,7,3,4.75
OA484479,XXXXX,C01,F,2015-08-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,44,5.0,6,1,4.166666666666667
HI978590,XXXXX,C01,F,2015-08-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,44,5.0,9,3,5.166666666666667
HD405727,XX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,44,4.0,5,1,3.5833333333333335
HD145501,XXXX,C03,M,2015-08-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,44,5.0,7,3,4.916666666666667
HI920533,XX,C03,M,2015-08-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,44,5.5,8,2,5.0
TS386881,XXXX,C01,F,2015-08-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,44,4.5,6,1,4.416666666666667
TS864496,XXXXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,44,4.0,8,2,4.583333333333333
