object_id,sorting_date,art_series_id,target
04949ec797338185d399,1867,bf4f222864e6b91fff56,3
04b631fd6623f87bae31,1755,05d266614a4fd851202e,2
04ce011d0c63c1e27288,1785,fcf3a2b39a83cf6296ba,2
04fd68e58d2647cc0f6b,1785,3dfaf9e4d0f195e1b04a,2
05076b2f0127c4a844bd,1921,0352892c20fc40a4aeeb,3
05080f40e93997064fd0,1750,83a9559e4b011ac40249,2
054c6e5afbc10fdf5947,1904,db2f94175b98b6d2f08d,3
055399b889a914c2c26c,1801,d12be40fd9619f2fb7f5,3
055f1f4a840c470256de,1781,ac6de68ea7a076d5cb0c,2
057899322b86c790ce5b,1767,a9aeddc64675be9d08be,2
058ccc59064670771972,1752,0d462637be774a330c70,2
0596eb97f0814732efa1,1701,85ad90811b3c763d409a,2
05a640b52adfd4150eec,1788,a44258ff58970bae1027,2
05a6b87710e5d322eedf,1834,e3c5e1683a69b91389c3,3
05b49dec32f0d5c7ab06,1606,90d035e8a3c882165d9f,1
05b926a4c7d16910a611,1648,0cc1d68347da7552f1f6,1
05e66d46c53a9a3b0055,1680,abb9dccfbb0bd50e3d3c,1
05e9b094a3484e884b31,1717,e01076343473230dccc5,2
05f5be4aafb29e31c6c5,1832,cef140e351699a3f0988,3
05fabd0584b9ce42858f,1782,1260bf0cc6ad3ece8cd1,2
06102d94f3f09400f0b6,1550,e63df3e66e590dab7279,0
062a14b4cd20a10be5a8,1752,a54611adadcda7b0719e,2
06338586244e03ad6cd5,1848,6fb734ceff36fe2184b5,3
063e26b1023d4a4570a1,1706,732f7479ac5b0af9df7d,2
066290448197735c90e5,1789,a6c756b3fe2b5da0e3d1,2
067c7407df496e4b9a13,1741,f5b4d67dc9cd1e4480f9,2
06869ef970fc86b770d4,1734,2f556bce828471013ae0,2
06873ef49ae788312563,1517,dbf5414cc1617f8756c7,0
068eec6e8cd360176caa,1857,6fb734ceff36fe2184b5,3
069989a344d57aede59b,1604,85135f64dff7c197e7ea,1
06a671d6df7087b8d431,1786,45d9794683e998839dfb,2
06bd41b8481835c241c4,1797,9536abc026dab412506a,2
06c1327504525517e898,1772,9c91aa213fb1effa77d4,2
06c32078ade4c47de1c2,1751,f11fda8de8d30ba24c87,2
06d64866754cfd577684,1848,58c0101d6c7f338e4038,3
06eb76101fc93a2ee29b,1878,1b5abce0e14dd50790c9,3
070505503fb484b2992c,1838,b9ea9a84197a72478c29,3
07235997608e40a9df67,1787,ce85c9bdfa6dc3c60946,2
072eeb5c491be4a9b614,1725,d88289fb1ffed39de78a,2
0745810f7e6fcf847e4a,1600,d3b15e859ddb512cc2d9,0
07473523bf0ab411bb25,1703,0406df4e7a45ca4ebe0c,2
0755f4640eac3259081a,1867,2a69594a3cc4774d0160,3
077433eba30a230de639,1706,af2c4c766a70680e9966,2
077c4cc8268dcc6a3aa7,1766,9f6b6e88a57613d73742,2
078169ca88c35e1a4468,1872,1b07f68136c54ce90608,3
078580116d22f354d081,1774,3344d25ce7b00c70ade3,2
07ad858458a92abddd08,1600,9eba7a068ffae74a9f3a,0
07b601c92c5b2cbc9aa2,1550,4c6915b096b767292c83,0
07cee5d6dca56d9246f2,1619,37a32a165ff2ff6df839,1
07e2c50d576474dc4f3c,1730,27fa2b0ad5bb7d971b6f,2
07fbb945641bd05dca14,1795,4cd92295d5c58eca5ee4,2
07fc076481bf2b13e218,1849,b2a3eb087c23a2c2c336,3
081f1cd55235fced3e41,1734,4306766f0a6919a54edc,2
083e1bf665b3fccb8ee1,1867,f0552904545cb8b61ba0,3
084a04af00e12f121d7d,1680,fd54350f8b6d14ca7039,1
08aa52eed58222f5ab34,1780,f05750b4f6046b689227,2
08ae0fec2700091f4d33,1706,81d2455859c4e53e5891,2
08bf7a74832b43a90cc9,1875,1300698e839446d8b12a,3
08c8dc5b896993e6d567,1778,7f8c61c835294d9a3b53,2
08d0bacd04f9a7eea4cb,1675,1e7922a4a60cdd5cd0b4,1
0910fb7cf75004ebc9ca,1668,4e4f84221460468414fe,1
093cda482bd5994e66a9,1655,29a2cdd2b430d6106412,1
0940ac13c235418ea1d9,1770,48a2317788daf3607066,2
0941b238f742895a684a,1770,bf0936e89a6d1dd21f5d,2
095847f22d31ddd7e932,1680,ffd47c5cbd9995c365c1,1
09623b572b50cc49ed57,1788,f1aaf911b344064e354d,2
096796cf39b59debea75,1830,4d47ed5a66819ed270b2,3
096e241ddfa3fd10fac3,1752,e6068908f33a32c05f09,2
09899619ad305f10656a,1741,c211ba83db8b548a6f6d,2
09a66e0d14276d09b644,1773,08ef645a0b9ab7953412,2
09bbedc844cafed3797d,1660,980326ac2da1071ce4ce,1
09d4cdfe9a05a28a31fa,1641,26575695f6ad6ab0e739,1
09f7c12ee6b73a953c8b,1700,ab528fa483148cb25800,1
0a1ca08a20a8ad58b0e6,1807,d1fc1b01ffb8f5ec93b3,3
0a31a65493b2b0af16f7,1700,e3267e154a8210858c2e,1
0a44488ae1db7d79d033,1664,4796dc82a324a44a84c4,1
0a4546082c51fe9f0f4a,1775,78db88c5ca6d7f6f4ac6,2
0a594f8089993fe98db3,1774,a8d97caf630d6db5a1a2,2
0a68d7634eea49ffdbcd,1601,5e577200022ae42a8574,1
0a7dcf2c4b19f4a44e22,1794,147f7c0f7d4e5602041d,2
0a895e50607ba0256a2d,1560,5d8f314e81c1d3e5fbb9,0
0aa0d4f9d688e3c41dcb,1596,6beacb27ae53ae5a637f,0
0aa880055deb10f4a75c,1725,d88289fb1ffed39de78a,2
0acaf1a804859d2823ed,1841,73293a3f3ccc984651a1,3
0acf75d02ecd318dfb91,1600,fb9f5d6bd99483f982c1,0
0ad489f5869ccfbf76dd,1705,352e61a6d05825cc98b9,2
0adf9aa5cc9ed73eb3a9,1788,9c4c70792cbcb14466ec,2
0af60b45f35cf91e0c5d,1708,504e016611f9a6e22e4b,2
0b01a0ecbd99cbb21455,1708,4457afbeb252b30bb3f8,2
0b0351f909cd3364810b,1821,90bdb331a4fe9166568b,3
0b468102bba3b4029296,1867,a5e3260ced32eefe5415,3
0b611c8efe86267f3f53,1792,45a7620987d0c59900f4,2
0b6a7d74cd0f66021497,1609,1c8603f0555858319376,1
0b805fb4384c4d5516fa,1845,15919558ca2c13a378fb,3
0b8540643976ce519052,1758,263909642b12b06f1d3b,2
0b9bea1c057fe3cfbfc1,1600,ebc2bd0f89456b4ecb09,0
0bb2b15b9faa9a9520f0,1770,033706a6e08cfdd9fe18,2
0bd9fdfab528c6a419cc,1751,83e2b98e89bbd3a76e59,2
0c014a46da77badcc90d,1637,1b12c0664e8841cb78f5,1
0c0d839392f4ae872d7f,1606,f1e0e03b9b063f914ec1,1
0c14ded62a047c4d5851,1700,a694a015dc1bdd1968be,1
0c16888cc6ea4e45a99f,1701,644da3b71d0ee60f33fd,2
0c39809a4277d0123f9a,1700,3b1df67855018e940c1d,1
0c3dd3308004ea709db3,1619,7766f3c49b23c72b6a37,1
0c414399d1db80098351,1518,a377148503febf29277a,0
0c515020cc274031c263,1846,4e65bc4390bbaf66b7cd,3
0c53c3e08697696658d4,1585,b0b3d019198c75f7f0a3,0
0c5810d8b94c859859ff,1575,82f78d57249e7e319d38,0
0c6c88f8163296db363d,1867,63e3bc0fe670f57d459d,3
0c772b9f60f3f48c5112,1596,d5a03c621e513536d529,0
0c792460fd93a2ccd1b5,1878,d5f88fa730f07c8b493c,3
0c85d22ce57c1fda139c,1710,cb9130081ca0c0213905,2
0c8a7714b1197af3e71d,1573,85305488e4b1dd1f2f44,0
0c9132222e5b3133add2,1831,ebd936ccbcf64cf4f347,3
0ca0855871d647ed2024,1648,74e1dad3862344251e9b,1
0cab341adaecad5de71f,1570,b38bbb69186e6dd4683b,0
0cd8af895677b51c5897,1817,ae7061270b2b6ea25238,3
0cdb881a135affc57329,1729,2e20fae076ea586f71f2,2
0cef4696e4783b657469,1847,d34721250960b2cad35d,3
0d04afa49a12bb9cf875,1617,db95f1bb296ae3b2bff4,1
0d108ef530dc0fbe1071,1786,f4592c5d0e9650160e01,2
0d1dd73fff22c4fcb6a1,1619,10b9057a1067f3447662,1
0d58da119d452b57fb00,1776,899c1abebf6975f51ed9,2
0d650cdbb1543c804832,1575,7ddc1c3d4b220469755c,0
0d6f96cff1b53a242f19,1619,0347a647b1ab19bfc794,1
0d72f971334022e4707a,1717,f28149af565c29e4851f,2
0d7915bd52224c1f8930,1617,9e038df8d00ebcf489fe,1
0d7a9c50a7201a849dd8,1767,ca8388a5712e0be3def8,2
0d83db2344b5e07221b1,1762,80ef64d494b9e040b8e4,2
0d842d4cb031de6ee5fb,1848,1ef1a5a3b62b258cdd75,3
0d851579b3374fa7eddd,1775,f4a4e3b07eec524f153e,2
0d87a41fc56ef51842e2,1878,1b2aa94bd2f43e531bfd,3
0e0386a437390f3dd013,1619,b39f2fba41d5126972c9,1
0e2410781835971b7783,1711,2c3ed32db5a130e9696c,2
0e347f3a7b1ddec3fdd0,1714,04da007f3d7591ba7912,2
0e3e8af0169b02c4e034,1819,624b15faa1228fa09470,3
0e48e5f47061e6596cb4,1775,3caf75945b734456127f,2
0e4b2ee6b6fc16c78249,1832,4120b1247b399f33c72a,3
0e56ee95cff42b7d91ca,1823,476bad4abec0a52e3919,3
0e5e37b65af5f43af7ae,1760,4f18d49f91ba29ca3390,2
0e943f0e7624b5293b77,1595,7e913247888cf7efbc47,0
0eaf64033c54efd16615,1754,ac76e1f404dbd04204d4,2
0eb8d916508141227201,1833,d6b7a1f594feff7ccb72,3
0eceb80fe197f93545b7,1746,3c06b51e90c86dba87d4,2
0ecf8afd206796293402,1708,502b0cb5d89971e55cc5,2
0ecf8d84a71713bc027e,1648,cb208cf8b86505e2b6cc,1
0edd8192cdc1b1dd38c6,1878,7cea2b035f1297d2fcb8,3
0ee502b88e9909a91997,1775,8ecd5bcbb5cc83b10d0c,2
0f13826bc1aa9c04bc5e,1779,bff42c32b28c8685c134,2
0f18230458a8161a6e02,1797,04b0ef29be88d2b3711f,2
0f30aa5bade7b39ba267,1723,7ef68a840fb5d5665031,2
0f378e400df6281e7b86,1762,b963a1fd62e9ffd3f5f0,2
0f41137a15b5837c19b6,1779,fff2366ffa2cc48f5d92,2
0f4d9fad12b048892bde,1827,70b504ce1beaea512ebc,3
0f5e64ec4f774b3b69b1,1779,72b90e1472e3801e5851,2
0f5f4762ac16b47e096e,1850,16bd123f2b5a151568c8,3
0f6b419d6cfa97885a58,1631,fe5c0c3c771f14d79c2d,1
0f6d0139c4a9248992c0,1720,a7ce7075a58c4379e0d7,2
0f817d5310981f0c891f,1725,3483c4e607d4e0d87e8d,2
0f938da537ff509bda21,1784,2bbc07f7c5b6b5a07de5,2
0f97184e52e49c91b3df,1870,36bc43275185046180da,3
0fa0298406f1081ed2ec,1624,ffb13195166674550655,1
0faf19afc41e94d6bf02,1585,506bba86edbf6de09071,0
0fb1c2909e414fc98a97,1701,d6b1d6a5765c207f7785,2
0fd44b70dc822507ff9c,1596,7d558e1b90b9c1cb0694,0
0fe9849adf21a1c988c8,1530,5274900092b717db5193,0
100d755082dcec730bd5,1780,c0b0a4eb4e08fc928978,2
100ecb3128fadc95533e,1618,0067672f176fe3bf9dad,1
1014203f3c16dcfe93c5,1763,731ccfceb49a58c85a9c,2
102284ca2ccf2e502d26,1785,69966375ccedc4a63557,2
104d7fad9f02477be541,1834,ed7f22a57105ce36c34b,3
10645e6dc283705f3b5a,1789,408ebab0d048f9773abd,2
10663e35d3e708bebe77,1636,b346fc4b2b1f9da08e6c,1
106b7e5fef00645032bb,1787,24687ba039c6aa973b55,2
107529409392f5452a3f,1701,512dfbcadab3b37ef07c,2
1079d3b458999643b82d,1646,ea1b265a02a533ef0569,1
107ca00d55c2a8778684,1700,4538f3694b0bb70e7a19,1
1080eff5055161d02cf8,1653,bcd07d947d17ead08e2b,1
1080f779f0dda9e074c2,1776,449402845e75b0e47539,2
10a872299af87aaf2856,1782,49d09391d038a54d642d,2
10aa76793127f6c623e3,1788,3f1a6e985cc8d3f1b153,2
10b4332d3235102b2a0d,1832,2e98f13ccf1a12e11740,3
10fbde0b6fe587ba74ba,1635,c7d533251b1c11c0fb80,1
111120e54bd348ee3d23,1794,4e3fd58a0c819411cfc6,2
112c3167fe32feb48e83,1820,3a375d5794455076c82a,3
11332bec64c6acfc1494,1634,49188b767ebf9cfff355,1
1134725bc3554471bdd2,1805,00311318c7f6fdc4b71d,3
1143416609d06e2265d6,1775,6f5adaf59b1d7a56b1aa,2
11542ca2ab66a7d128ff,1600,8245873f5f4e4eae7623,0
115e07805bcee7aa2c66,1700,447df42bab26a3ded688,1
117a07aee66ecd1e5936,1797,4f78933e12c3f2c40437,2
117ad38087991f302bc8,1763,dafbee800df6ee968c3e,2
11841be75224482347ff,1866,b0cc07604ee0acdbc11b,3
1192bc068fb2e8dd3356,1516,f22eeb83b1e167428a7b,0
11a163422f50079f3141,1785,4e5601eead15ae1f9fc1,2
11a184663f5bc97a7fcb,1870,1e79aede5df8f9d6e10b,3
11c18a42777e72315e1f,1619,0347a647b1ab19bfc794,1
11c4811e610cfb7f0ddd,1685,eb590e38aa9584924331,1
11d31b837b9a2bba564c,1646,2d16f5e99f407fbfe818,1
11e876de208d3bdcf91e,1834,821c4539fa92bbd5ae6a,3
11f1f367b88bc258ff4a,1784,b553385995ca84c25c12,2
120a541bbe16239912d4,1874,f4072434579549e33023,3
1218846b6ae41c40e684,1647,1788f9e666593760c094,1
1229d596294583cfab0a,1733,ec1e6d335d38f8e94964,2
125030b1e8337b8998ba,1834,2271c8b818b0fd4510bd,3
12781965af63dfb0c21a,1820,5bf39c6f35c27dfdc260,3
127dfe21e578ec5057bd,1700,112277eccd3785a3f274,1
1296a4f931ee8b010fb9,1705,37700ae9d51577aab8f6,2
12b05848e87d61ba2336,1700,f2c914cac5cadcecab87,1
12e0db001902f64a635e,1763,1eaa11fb76a25689328d,2
12e6d61ea7517590cb05,1840,9167ca3d0561c3562b25,3
12e85f3d11e0a67b46d7,1600,d05c8e91c77b16c47664,0
12fc3693092c9622298f,1750,6840804454716baa7370,2
130288001ee247bef063,1894,fe9fa0b71ec9427603b7,3
1307b92f0ed203bd0816,1831,23edeac4360131de44bc,3
1308ddd3f3b830e0abd0,1849,1dffd6afdf73aa51589f,3
131625fc24aed60d773e,1706,d124210d245559003001,2
1330d4172f3f2beb6a4a,1700,21d81f8c6775c3fdbde9,1
1338fbc1090fc877526a,1791,290e2fcc20c6ea0aa6a7,2
133a39dc5dbfdd7a0cbc,1874,caa29de1c0c87f2e7a19,3
133cca44edc3f9ec34c7,1596,73501dd5b1720467e061,0
134b3fbe176c8d4d383f,1784,b553385995ca84c25c12,2
134b8d22da8518941e0f,1784,6c74585ae009428e4495,2
1374e294cd9063f6275f,1677,a878de4ef7f5618507e7,1
1394f99ddcc610e8238a,1716,2fd5a8ab2290b8fe68d8,2
1397004ef766f68df2c3,1550,600db76c79a01bc40eb1,0
139f85259fec762705f3,1797,368abbdbea24de09b120,2
13a526684ef2328897c1,1897,8f8fcc93db954dbdac5d,3
13af858e991b22bcd21f,1655,1cfda6a9766e499c61c2,1
13c213631442706931ce,1713,0807ebea355616bf6bcf,2
13ce2e6c13eea421e2df,1703,14d48b368c7987f6d057,2
13d135abeddd236f2d18,1810,b66a4494d2e1bef10e34,3
13de1a0a522487579568,1765,391018ade85a7e9349bd,2
13e049e1f47501d9ec24,1743,5e53618cd85168ce3ab2,2
13edfe679867c03a19a1,1713,20143ef62030b93a242d,2
13ffef6d9264daefa872,1536,779a6029dd59e38150c2,0
14046fe15b49cdb708e6,1846,19d58438113a8853fff9,3
141b7740faa1295b149a,1700,6bc9fd33fc7c6f6a99bd,1
141d8b1703634346d3e6,1772,cf228bc0b2e56da7051d,2
142405cfb3f925e63c66,1795,63102944e81656b7461f,2
142750cc8f6bcf405053,1649,20ff98a47f7c73853eb3,1
14689d83fc107cd4738c,1786,bef3d0f0a3d128432947,2
1470fb34eae4978d691b,1600,958b1532079f7898b00e,0
14be0f48d288fca806b0,1700,7e2176e21737b4cae0ea,1
14d26e736d656f045acd,1750,6cd96b28a0ca058c77cc,2
14d989f6ec1bbe0db75c,1732,cac6aa005a9e3252aebe,2
14dd0820fdf66d70583d,1784,92d18a46ccb4c73df4f7,2
14f3c892c0038d4b5050,1834,4a17d29c6534ec9b74ff,3
14ff7d8f7510d989b128,1605,baba282b89675b0dcfc0,1
15218eb92bae69786059,1800,f9b2e07da4dc9be126c6,2
15223d44a47482899799,1826,668e503758ae28c7a926,3
153440aebb71bad7fd74,1592,b1ffa4731fd46be2a99c,0
154ebe30c33928203b2f,1820,0f6eeff2f4bcf85f9468,3
1554890e9921a0ca28af,1784,a7134a7f9430d149e21b,2
155743e005277252215e,1770,54a6a33d30b6a5f0565b,2
156ca93889c32d5ae6c7,1534,3827f8dc4b6db6f119d1,0
158fa2f6df183447c702,1751,693b45e87dc5c3c33e59,2
159c7be7d2a90c6f5edf,1701,6bd8915681a6557430ee,2
15a84af298521a251e76,1615,69954a9db5eab9542359,1
15d123b17392e7e851c9,1638,a894cd034c08466cae4e,1
15e8994e91040a4c34ce,1500,956becf58428d8679d99,0
1600008cb2e54fdcb573,1766,386f6a8033a302306fb7,2
1602480e21d9feb50b6c,1708,c8bd0d0d8d0186c5486a,2
161b45d45f607473c6a9,1512,6478fdd88d6c74130f58,0
161ff2fe1971ccbc0b95,1798,cbe0dbf7067ba493c5cb,2
162769bc180d9aec4ff4,1840,5addba471bd183afc3ac,3
1627a92c9f2f6e32d57b,1677,4361084dba5c923ac6b2,1
162ef1927487909a7925,1734,4816b1f05f9d07697a27,2
16307d8df1b7d857bb03,1713,97dec16ae3f91223483e,2
1637184852eaa6fabde0,1750,d35e41dcf8ee9afbfabf,2
16393c736d8b7cb8dc80,1650,7b74c1f6d7876c78c398,1
164806bd07ec7a2ec3cc,1832,f22a121c7bcd35a92be5,3
1653737c1fa3b7d1d670,1770,bb8c00df154815d07b61,2
1662244b4a09bdd5972f,1770,d8b688af2db8f9754176,2
166932e866c94f0a50ba,1705,4a07696e00e048f342d0,2
166c6f43256c7fca1cf2,1701,de553719115e697281d4,2
16801b7a08de31632176,1638,254faabf54b16723db45,1
1690746ecd15d72822ce,1700,f7eb8341f1d885ebf9b5,1
16b863b1e8d5be9ed492,1750,93fdefc6f78b0f9e1ab7,2
16baa06e996f601ca292,1587,663a71554ff901a2ff7f,0
16c47edbc7184769375c,1744,a8db6f8806ce24a0ce06,2
16c551f622dce8618d70,1576,bb8bc8d57d766e69f9df,0
16d9e5ea334da089c492,1620,b1b6af9b092c180485b8,1
16dc5a3557a2e670b402,1625,9dfd2daac3dff39bae51,1
16e459515f7783528db8,1619,8768b2585bd211436d99,1
171dfdc34464e1541d25,1648,e092d960d316a82b4c34,1
172c60dba68f6cdefb57,1874,975b427babcdcdb3ae43,3
173150b343cd8b5abb10,1774,9086b770f1961bbc7f76,2
174b77b190ae57240acf,1788,1250af74bcba814c12fb,2
1755c895121f10f2e118,1677,a5914de88831884716a8,1
17587ab301b1c19649a3,1656,4a35ff20433b17b1997b,1
17639f32357c10b8666a,1769,4e1b42be456c746b8786,2
1765274553eda16be154,1888,5742dbc83eb9508db967,3
177630cef387fc0173d9,1674,3b939f1e46e16efac96d,1
177eca299e55ac286308,1834,69308bf6cfc7ae6ae7fa,3
178c362d602b5c1a1ffb,1832,36d25f3d0a41fe1452b1,3
17925de2ec9bb362d72b,1759,d50c0061c0f4dbdc0141,2
1795e8faf68090c3f0b8,1715,f494356daae43bee82b4,2
1796c60e9fae7c89d1d1,1787,2ea9bceff16f6ab47bc9,2
179729288728bee57a0c,1807,cba8a64b847661e91f59,3
179a3372c536614bd080,1746,65fcd5ce2f98557d7a36,2
17b06ea00a1955531ba2,1788,d68d5b80e29458ad20da,2
17c667eea8e5e91f76d0,1870,7e47becfb961be1a274d,3
17f3f1ba5b6389489842,1787,bd494b8ca0197d83a4d2,2
1828e89200b7359f0147,1874,2b1852705eee9ad51582,3
183021953765dd6b0c29,1781,6e91a0c27c98132a7a6b,2
183877026e4ee252f45c,1786,2dcef3ae8e12bf6b8e3e,2
183b549f17d9d920aa95,1806,fa791600af4babfcc5f1,3
1840897cd504af4b561c,1756,9369cc9d3f872bcd781f,2
184abf95270b685562c9,1670,878ff1daa1c977c7101c,1
18670f7291dd687b51bc,1635,f19e775d887181928694,1
18688a34f580177cfde3,1870,e5003f73bb7d911914c9,3
1879fef056a2ef1318ff,1715,2889c0bf34015a961aa1,2
1882b38a83d2ef3ac49b,1821,200ef469dbf43f77dbd1,3
188eb4a8d0712c317e7e,1677,32df60b7ee7f42e39063,1
1895648accc0ab2f42a4,1660,23734d60dde9ee501ee6,1
18a13b64f2e2b4f78c34,1680,d9af242b070e3b5e09b8,1
18e4ae0b0234040b7b3a,1660,2904c12380b662fddce3,1
19683640df36f1f8b43a,1661,d9dbdcca43eca2485eec,1
196c8a23dea28cf01365,1720,4f81a4dedc4133d915d3,2
199552d54ab5e5e6bee5,1773,fb5d06d44cae8a958bba,2
19956c0e3e20d55e3afe,1780,7ca4d6a35a620f133f93,2
19cb9537031f17d1a90c,1746,9ddf5d7c00770d3918ac,2
19e8ce59653395f9832e,1870,4d9957bbb53f2e613b02,3
19ede6b6b03f891409fe,1624,686d00380a38d5365195,1
1a21eefc87112ba03ab9,1859,af5f05a187199edc3ff9,3
1a22c078bbce4903d327,1753,fd1ccbd2a23f0084847d,2
1a240c9e916f6492a23a,1771,b08c3814fc7112214e38,2
1a50684346d92c1e15af,1805,2d8ca49fb6fa79635016,3
1a5244b05e3b4feb8542,1588,0969f4330417d22bfedd,0
1a53eb2bf35937c11381,1773,a5804c721d4fd68528e0,2
1a545a8102f1a785b53a,1832,4ba5d87e0f26f6450561,3
1a694fee5790471cfec2,1560,aa48afb2b04c3c1908b4,0
1a922f8b804474971bb1,1790,1253742708824df3da69,2
1a95ea63a2d820a26c1f,1826,43dfaa28b1a4d40eaa8d,3
1a9fb0bcc26468122e1b,1883,6d748aa910dbd1f89e13,3
1aac9f3a5d69b5a9da7b,1728,cf2ed7fcaf723abca5f3,2
1ab44c64586abbb32170,1784,d6ccd513d006db43374d,2
1af4a9044182acd6ad30,1618,ec6fdf899ab69928f6e7,1
1b3135ebfff57ebc1a7e,1631,147f145f4c8207df3ab5,1
1b3ee9b74be5d28cd965,1875,fbd30e621aa23a5d4ce7,3
1b41919edb64e22519e6,1685,153c8ef135f4eb98a524,1
1b43a1453ed98e45910c,1638,aa9e15c1ec4ffba1bd01,1
1b610151eec9fc4aab1e,1857,424795885eacbd8f4c82,3
1b83a0735d24694d48a2,1599,b85288d155b0bc128463,0
1b96f6f790a29ade33bc,1750,b5747a57c5ee1928d791,2
1bcb68606f55999cb78c,1726,a1de9357c55afc8c0dea,2
1be5b97bb386c0241d18,1780,aa113942b5179a1d3e8a,2
1c039b9b2dd531800f75,1717,70524444132ff06ae675,2
1c15a1c2bba50abe5219,1644,ecbcd5ede219044ff330,1
1c1a02677c38ec30cc1f,1786,0d6ba73958c35d42446b,2
1c24571872b57d1691da,1700,735890d1a236343fbeab,1
1c4784345b71838038d4,1700,1507718944b0a188d33d,1
1c4c8942b82794d28e9f,1765,e91d2307ba4a41e63304,2
1c740d0dbf66204f3e0f,1542,79129c2ab55086b9512e,0
1c863a363fa4bca238f4,1600,cff0cbe698c0902d0ec2,0
